# time	x	v

133.202668	10526.440117448252	71.32288087048703
133.302668	10533.543952308817	70.75457408164178
133.402668	10540.59118320823	70.19079560968875
133.502668	10547.582261171672	69.63150937261331
133.602668	10554.517633630521	69.07667957590536
133.702668	10561.397744450982	68.52627071026855
133.802668	10568.223033962495	67.98024754934758
133.902668	10574.993938985917	67.4385751474738
134.002668	10581.710892861482	66.90121883742859
134.102668	10588.37432547653	66.36814422822468
134.202668	10594.984663293024	65.83931720290514
134.302668	10601.54232937484	65.31470391635982
134.402668	10608.047743414847	64.79427079315933
134.502668	10614.501321761762	64.27798452540614
134.602668	10620.903477446802	63.765812070602884
134.702668	10627.254620210117	63.25772064953763
134.802668	10633.555156527013	62.75367774418601
134.902668	10639.805489633962	62.25365109563002
135.002668	10646.00601955442	61.75760870199349
135.102668	10652.157143124414	61.2655188163939
135.202668	10658.259254017956	60.77734994491061
135.302668	10664.312742772223	60.29307084456922
135.402668	10670.317996812562	59.812650521342
135.502668	10676.275400477283	59.33605822816428
135.602668	10682.185335042253	58.86326346296663
135.702668	10688.048178745303	58.394235966722675
135.802668	10693.864306810428	57.92894572151258
135.902668	10699.634091471813	57.46736294860182
136.002668	10705.357901997644	57.00945810653538
136.102668	10711.036104713749	56.555201889247066
136.202668	10716.669063027039	56.10456522418392
136.302668	10722.257137448769	55.65751927044556
136.402668	10727.800685617609	55.21403541693835
136.502668	10733.300062322534	54.7740852805443
136.602668	10738.755619525531	54.3376407043045
136.702668	10744.167706384123	53.9046737556171
136.802668	10749.536669273717	53.47515672444959
136.902668	10754.86285180977	53.04906212156538
137.002668	10760.146594869782	52.62636267676444
137.102668	10765.388236615112	52.20703133713801
137.202668	10770.588112512622	51.79104126533724
137.302668	10775.746555356143	51.37836583785553
137.402668	10780.863895287779	50.96897864332467
137.502668	10785.940459819032	50.56285348082446
137.602668	10790.976573851764	50.15996435820588
137.702668	10795.972559698992	49.76028549042757
137.802668	10800.928737105518	49.36379129790556
137.902668	10805.845423268385	48.97045640487619
138.002668	10810.722932857187	48.58025563777205
138.102668	10815.561578034201	48.193164023610855
138.202668	10820.361668474372	47.809156788397175
138.302668	10825.123511385125	47.42820935553688
138.402668	10829.847411526034	47.05029734426423
138.502668	10834.533671228319	46.67539656808152
138.602668	10839.182590414199	46.303483033211094
138.702668	10843.79446661609	45.934532937059785
138.802668	10848.369594995644	45.5685226666955
138.902668	10852.908268362637	45.205428797336005
139.002668	10857.410777193714	44.84522809084972
139.102668	10861.877409650979	44.48789749426849
139.202668	10866.308451600433	44.133414138312155
139.302668	10870.704186630273	43.78175533592494
139.402668	10875.064896069041	43.43289858082346
139.502668	10879.390859003632	43.08682154605631
139.602668	10883.682352297146	42.74350208257514
139.702668	10887.939650606622	42.402918217817096
139.802668	10892.163026400603	42.06504815429858
139.902668	10896.352749976582	41.7298702682202
140.002668	10900.509089478299	41.39736310808284
140.102668	10904.6323109129	41.06750539331476
140.202668	10908.722678167966	40.74027601290962
140.302668	10912.780453028394	40.41565402407537
140.402668	10916.805895193162	40.09361865089394
140.502668	10920.799262291943	39.7741492829915
140.602668	10924.760809901592	39.45722547421948
140.702668	10928.690791562512	39.14282694134592
140.802668	10932.589458794868	38.83093356275742
140.902668	10936.457061114694	38.52152537717129
141.002668	10940.293846049859	38.21458258235803
141.102668	10944.10005915591	37.910085533873996
141.202668	10947.875944031783	37.60801474380417
141.302668	10951.6217423354	37.30835087951486
141.402668	10955.337693799129	37.011074762416484
141.502668	10959.024036245133	36.716167366736066
141.602668	10962.681005600589	36.423609818299624
141.702668	10966.308835912781	36.133383393324195
141.802668	10969.90775936409	35.84546951721952
141.902668	10973.478006286843	35.55984976339925
142.002668	10977.019805178063	35.27650585210165
142.102668	10980.533382714088	34.99541964921968
142.202668	10984.018963765078	34.71657316514041
142.302668	10987.476771409412	34.43994855359369
142.402668	10990.90702694796	34.165528110509946
142.502668	10994.309949918244	33.893294272887154
142.602668	10997.685758108499	33.62322961766679
142.702668	11001.0346675716	33.35531686061873
142.802668	11004.356892638894	33.08953885523508
142.902668	11007.652645933924	32.82587859163277
143.002668	11010.922138386022	32.56431919546495
143.102668	11014.165579243821	32.30484392684096
143.202668	11017.383176088646	32.04743617925506
143.302668	11020.57513484779	31.792079478523533
143.402668	11023.741659807703	31.53875748173037
143.502668	11026.882953627066	31.287453976181315
143.602668	11029.999217349754	31.03815287836623
143.702668	11033.09065041771	30.79083823292976
143.802668	11036.157450683704	30.545494211650183
143.902668	11039.199814424002	30.30210511242639
144.002668	11042.21793635092	30.06065535827295
144.102668	11045.212009625293	29.821129496323188
144.202668	11048.18222586883	29.58351219684018
144.302668	11051.128775176387	29.347788252235645
144.402668	11054.051846128124	29.113942576096676
144.502668	11056.951625801581	28.881960202220178
144.602668	11059.828299783645	28.651826283655037
144.702668	11062.682052182434	28.423526091751913
144.802668	11065.513065639076	28.1970450152206
144.902668	11068.321521339398	27.97236855919489
145.002668	11071.107599025523	27.749482344304912
145.102668	11073.871477007375	27.528372105756834
145.202668	11076.613332174087	27.309023692419913
145.302668	11079.333340005325	27.091423065920825
145.402668	11082.03167458252	26.8755562997452
145.502668	11084.708508600006	26.66140957834632
145.602668	11087.364013376073	26.44896919626092
145.702668	11089.998358863933	26.23822155723203
145.802668	11092.611713662598	26.029153173338823
145.902668	11095.204245027666	25.82175066413336
146.002668	11097.77611888203	25.616000755784267
146.102668	11100.327499826493	25.411890280227173
146.202668	11102.858551150308	25.209406174321973
146.302668	11105.369434841623	25.00853547901678
146.402668	11107.860311597851	24.80926533851852
146.502668	11110.331340835955	24.611582999470194
146.602668	11112.78268070265	24.415475810134623
146.702668	11115.214488084524	24.22093121958475
146.802668	11117.62691861808	24.027936776900376
146.902668	11120.020126699694	23.836480130371292
147.002668	11122.3942654955	23.646549026706772
147.102668	11124.749486951194	23.45813131025135
147.202668	11127.08594180175	23.27121492220686
147.302668	11129.403779581078	23.085787899860662
147.402668	11131.703148631586	22.901838375820038
147.502668	11133.984196113679	22.71935457725266
147.602668	11136.247068015173	22.53832482513313
147.702668	11138.491909160643	22.358737533495525
147.802668	11140.718863220689	22.180581208691876
147.902668	11142.92807272113	22.003844448656587
148.002668	11145.119679052128	21.828515942176686
148.102668	11147.293822477237	21.65458446816792
148.202668	11149.45064214238	21.482038894956574
148.302668	11151.590276084748	21.310868179567073
148.402668	11153.712861241645	21.141061367015205
148.502668	11155.818533459247	20.972607589607005
148.602668	11157.907427501295	20.80549606624322
148.702668	11159.97967705772	20.63971610172931
148.802668	11162.035414753198	20.475257086090966
148.902668	11164.074772155647	20.31210849389505
149.002668	11166.097879784636	20.15025988357597
149.102668	11168.104867119744	19.98970089676742
149.202668	11170.095862608843	19.830421257639443
149.302668	11172.070993676327	19.67241077224077
149.402668	11174.030386731256	19.515659327846397
149.502668	11175.974167175456	19.36015689231038
149.602668	11177.90245941154	19.20589351342376
149.702668	11179.815386850867	19.05285931827764
149.802668	11181.713071921446	18.901044512631294
149.902668	11183.59563607577	18.75043938028534
150.002668	11185.463199798589	18.6010342824599
150.102668	11187.315882614615	18.452819657177717
150.202668	11189.153803096184	18.30578601865218
150.302668	11190.977078870834	18.15992395668024
150.402668	11192.785826628835	18.015224136040143
150.502668	11194.580162130662	17.87167729589397
150.602668	11196.3602002144	17.72927424919496
150.702668	11198.126054803093	17.588005882099516
150.802668	11199.877838912038	17.447863153383924
150.902668	11201.615664656016	17.30883709386571
151.002668	11203.339643256468	17.170918805829608
151.102668	11205.049885048611	17.034099462458112
151.202668	11206.746499488505	16.898370307266543
151.302668	11208.429595160054	16.76372265354264
151.402668	11210.099279781954	16.630147883790606
151.502668	11211.755660214592	16.49763744917958
151.602668	11213.39884246688	16.36618286899652
151.702668	11215.028931703044	16.235775730103423
151.802668	11216.646032249351	16.10640768639889
151.902668	11218.250247600788	15.978070458283959
152.002668	11219.841680427686	15.85075583213223
152.102668	11221.420432582287	15.72445565976417
152.202668	11222.986605105269	15.599161857925639
152.302668	11224.540298232207	15.47486640777055
152.402668	11226.081611399992	15.35156135434767
152.502668	11227.610643253194	15.229238806091487
152.602668	11229.127491650373	15.107890934317163
152.702668	11230.632253670345	14.987509972719485
152.802668	11232.12502561839	14.868088216875817
152.902668	11233.605903032425	14.749618023753024
153.002668	11235.074980689109	14.63209181121831
153.102668	11236.532352609913	14.515502057553954
153.202668	11237.978112067138	14.399841300975927
153.302668	11239.412351589883	14.28510213915633
153.402668	11240.835162969966	14.17127722874964
153.502668	11242.246637267803	14.058359284922739
153.602668	11243.646864818229	13.94634108088868
153.702668	11245.035935236285	13.835215447444167
153.802668	11246.413937422953	13.724975272510731
153.902668	11247.780959570842	13.615613500679547
154.002668	11249.137089169839	13.507123132759888
154.102668	11250.482413012698	13.399497225331176
154.202668	11251.817017200605	13.2927288902986
154.302668	11253.140987148683	13.186811294452273
154.402668	11254.454407591462	13.081737659029908
154.502668	11255.757362588298	12.977501259282972
154.602668	11257.049935528756	12.874095424046303
154.702668	11258.332209137945	12.771513535311149
154.802668	11259.604265481814	12.669749027801615
154.902668	11260.866185972403	12.568795388554486
155.002668	11262.118051373054	12.468646156502391
155.102668	11263.359941803581	12.369294922060295
155.202668	11264.591936745393	12.27073532671528
155.302668	11265.814115046589	12.172961062619605
155.402668	11267.026554926997	12.075965872186991
155.502668	11268.229333983183	11.979743547692143
155.602668	11269.422529193416	11.884287930873452
155.702668	11270.606216922599	11.789592912538856
155.802668	11271.780472927148	11.69565243217486
155.902668	11272.94537235985	11.602460477558656
156.002668	11274.100989774668	11.510011084373339
156.102668	11275.247399131507	11.418298335826188
156.202668	11276.38467380096	11.327316362269993
156.302668	11277.512886568993	11.23705934082739
156.402668	11278.632109641609	11.147521495018198
156.502668	11279.742414649465	11.058697094389723
156.602668	11280.843872652462	10.970580454150006
156.702668	11281.936554144288	10.883165934803996
156.802668	11283.02052905693	10.796447941792616
156.902668	11284.095866765154	10.710420925134713
157.002668	11285.16263609094	10.625079379071858
157.102668	11286.220905307888	10.540417841715971
157.202668	11287.27074214559	10.456430894699766
157.302668	11288.312213793963	10.373113162829965
157.402668	11289.345386907546	10.29045931374329
157.502668	11290.370327609771	10.208464057565184
157.602668	11291.387101497196	10.127122146571267
157.702668	11292.395773643693	10.04642837485147
157.802668	11293.396408604625	9.966377577976857
157.902668	11294.389070420972	9.886964632669105
158.002668	11295.373822623427	9.80818445647261
158.102668	11296.35072823647	9.730032007429202
158.202668	11297.319849782392	9.652502283755467
158.302668	11298.281249285303	9.575590323522627
158.402668	11299.234988275099	9.499291204338975
158.502668	11300.1811277914	9.423600043034838
158.602668	11301.11972838746	9.348511995350059
158.702668	11302.050850134037	9.274022255623953
158.802668	11302.97455262324	9.200126056487752
158.902668	11303.890894972343	9.12681866855949
159.002668	11304.79993582757	9.054095400141318
159.102668	11305.701733367847	8.981951596919231
159.202668	11306.596345308522	8.9103826416652
159.302668	11307.483828905066	8.839383953941656
159.402668	11308.364240956733	8.768950989808355
159.502668	11309.237637810193	8.699079241531548
159.602668	11310.104075363142	8.629764237295499
159.702668	11310.963609067883	8.561001540916275
159.802668	11311.816293934864	8.492786751557835
159.902668	11312.662184536208	8.42511550345038
160.002668	11313.501335009201	8.35798346561093
160.102668	11314.333799059761	8.291386341566149
